Episode,Maze_ID,Maze_Size,Steps,Total_Reward,Success,Loss
495,train_9x9_0040,9,500,-14.06,0,-0.0693
496,train_9x9_0260,9,317,-6.59,1,-0.0693
497,train_9x9_0393,9,500,-14.41,0,-0.0693
498,train_9x9_0110,9,82,-0.13,1,-0.0693
499,train_9x9_0388,9,218,-4.19,1,-0.0693
500,train_9x9_0005,9,25,1.1,1,-0.0693
501,train_9x9_0082,9,321,-6.37,1,-0.0693
502,train_9x9_0324,9,500,-13.87,0,-0.0693
503,train_9x9_0424,9,197,-3.41,1,-0.0693
504,train_9x9_0472,9,336,-7.29,1,-0.0693
505,train_9x9_0043,9,395,-9.14,1,-0.0693
506,train_9x9_0230,9,225,-3.54,1,-0.0693
507,train_9x9_0111,9,236,-4.54,1,-0.0693
508,train_9x9_0162,9,500,-14.15,0,-0.0693
509,train_9x9_0121,9,500,-13.09,0,-0.0693
510,train_9x9_0184,9,143,-1.49,1,-0.0693
511,train_9x9_0323,9,191,-3.77,1,-0.0693
512,train_9x9_0242,9,393,-8.48,1,-0.0693
513,train_9x9_0297,9,93,-0.35,1,-0.0693
514,train_9x9_0389,9,500,-13.02,0,-0.0693
515,train_9x9_0097,9,500,-13.33,0,-0.0693
516,train_9x9_0396,9,147,-1.75,1,-0.0693
517,train_9x9_0291,9,500,-14.09,0,-0.0693
518,train_9x9_0080,9,500,-13.61,0,-0.0693
519,train_9x9_0269,9,500,-13.88,0,-0.0693
520,train_9x9_0206,9,500,-12.87,0,-0.0693
521,train_9x9_0479,9,271,-5.38,1,-0.0693
522,train_9x9_0230,9,211,-3.25,1,-0.0693
523,train_9x9_0286,9,422,-10.29,1,-0.0693
524,train_9x9_0262,9,72,-0.23,1,-0.0693
525,train_9x9_0469,9,146,-1.95,1,-0.0693
526,train_9x9_0286,9,265,-5.48,1,-0.0693
527,train_9x9_0493,9,500,-12.98,0,-0.0693
528,train_9x9_0211,9,500,-13.96,0,-0.0693
529,train_9x9_0479,9,500,-13.44,0,-0.0693
530,train_9x9_0262,9,237,-4.22,1,-0.0693
531,train_9x9_0008,9,500,-12.71,0,-0.0693
532,train_9x9_0190,9,146,-2.35,1,-0.0693
533,train_9x9_0304,9,460,-11.17,1,-0.0693
534,train_9x9_0398,9,500,-13.48,0,-0.0693
535,train_9x9_0271,9,500,-13.27,0,-0.0693
536,train_9x9_0130,9,85,-0.12,1,-0.0693
537,train_9x9_0206,9,500,-13.01,0,-0.0693
538,train_9x9_0123,9,496,-12.15,1,-0.0693
539,train_9x9_0057,9,243,-4.5,1,-0.0693
540,train_9x9_0451,9,500,-13.48,0,-0.0693
541,train_9x9_0356,9,127,-0.91,1,-0.0693
542,train_9x9_0005,9,16,1.69,1,-0.0693
543,train_9x9_0057,9,500,-13.71,0,-0.0693
544,train_9x9_0180,9,500,-14.36,0,-0.0693
545,train_9x9_0179,9,500,-12.65,0,-0.0693
546,train_9x9_0062,9,500,-13.43,0,-0.0693
547,train_9x9_0379,9,89,0.59,1,-0.0693
548,train_9x9_0457,9,500,-13.53,0,-0.0693
549,train_9x9_0086,9,500,-13.39,0,-0.0693
550,train_9x9_0343,9,500,-12.75,0,-0.0693
551,train_9x9_0488,9,500,-14.08,0,-0.0693
552,train_9x9_0391,9,448,-10.83,1,-0.0693
553,train_9x9_0211,9,500,-14.57,0,-0.0693
554,train_9x9_0481,9,65,0.28,1,-0.0693
555,train_9x9_0311,9,500,-13.99,0,-0.0693
556,train_9x9_0114,9,500,-14.25,0,-0.0693
557,train_9x9_0264,9,500,-13.59,0,-0.0693
558,train_9x9_0125,9,376,-8.63,1,-0.0693
559,train_9x9_0247,9,172,-2.66,1,-0.0693
560,train_9x9_0437,9,12,1.71,1,-0.0693
561,train_9x9_0207,9,276,-5.36,1,-0.0693
562,train_9x9_0461,9,500,-12.38,0,-0.0693
563,train_9x9_0128,9,500,-13.94,0,-0.0693
564,train_9x9_0147,9,500,-14.53,0,-0.0693
565,train_9x9_0184,9,500,-14.31,0,-0.0693
566,train_9x9_0475,9,500,-13.12,0,-0.0693
567,train_9x9_0157,9,68,0.1,1,-0.0693
568,train_9x9_0467,9,98,-0.25,1,-0.0693
569,train_9x9_0135,9,500,-13.1,0,-0.0693
570,train_9x9_0201,9,500,-14.09,0,-0.0693
571,train_9x9_0488,9,500,-13.4,0,-0.0693
572,train_9x9_0027,9,454,-10.64,1,-0.0693
573,train_9x9_0329,9,314,-6.43,1,-0.0693
574,train_9x9_0052,9,54,0.54,1,-0.0693
575,train_9x9_0138,9,500,-13.3,0,-0.0693
576,train_9x9_0028,9,237,-3.81,1,-0.0693
577,train_9x9_0020,9,500,-13.3,0,-0.0693
578,train_9x9_0173,9,500,-12.97,0,-0.0693
579,train_9x9_0491,9,500,-12.58,0,-0.0693
580,train_9x9_0165,9,500,-13.75,0,-0.0693
581,train_9x9_0262,9,355,-7.86,1,-0.0693
582,train_9x9_0000,9,377,-8.19,1,-0.0693
583,train_9x9_0386,9,469,-10.81,1,-0.0693
584,train_9x9_0379,9,500,-13.85,0,-0.0693
585,train_9x9_0335,9,500,-13.15,0,-0.0693
586,train_9x9_0090,9,500,-14.33,0,-0.0693
587,train_9x9_0193,9,500,-13.14,0,-0.0693
588,train_9x9_0233,9,59,0.52,1,-0.0693
589,train_9x9_0229,9,500,-14.23,0,-0.0693
590,train_9x9_0405,9,500,-12.42,0,-0.0693
591,train_9x9_0086,9,500,-13.51,0,-0.0693
592,train_9x9_0144,9,500,-13.31,0,-0.0693
593,train_9x9_0348,9,500,-13.82,0,-0.0693
594,train_9x9_0473,9,346,-7.3,1,-0.0693
595,train_9x9_0135,9,500,-14.67,0,-0.0693
596,train_9x9_0417,9,500,-13.2,0,-0.0693
597,train_9x9_0036,9,500,-13.41,0,-0.0693
598,train_9x9_0428,9,22,1.52,1,-0.0693
599,train_9x9_0200,9,399,-9.36,1,-0.0693
600,train_9x9_0223,9,159,-1.93,1,-0.0693
601,train_9x9_0005,9,422,-9.79,1,-0.0693
602,train_9x9_0396,9,500,-13.61,0,-0.0693
603,train_9x9_0304,9,500,-14.22,0,-0.0693
604,train_9x9_0172,9,85,-0.22,1,-0.0693
605,train_9x9_0240,9,500,-14.4,0,-0.0693
606,train_9x9_0303,9,347,-7.55,1,-0.0693
607,train_9x9_0209,9,500,-12.93,0,-0.0693
608,train_9x9_0090,9,500,-13.85,0,-0.0693
609,train_9x9_0358,9,500,-14.59,0,-0.0693
610,train_9x9_0492,9,157,-2.23,1,-0.0693
611,train_9x9_0392,9,500,-13.35,0,-0.0693
612,train_9x9_0177,9,347,-7.92,1,-0.0693
613,train_9x9_0118,9,198,-3.46,1,-0.0693
614,train_9x9_0285,9,328,-6.85,1,-0.0693
615,train_9x9_0324,9,500,-14.29,0,-0.0693
616,train_9x9_0353,9,148,-1.44,1,-0.0693
617,train_9x9_0341,9,402,-9.19,1,-0.0693
618,train_9x9_0291,9,121,-0.9,1,-0.0693
619,train_9x9_0144,9,217,-3.44,1,-0.0693
620,train_9x9_0330,9,361,-7.92,1,-0.0693
621,train_9x9_0238,9,500,-14.31,0,-0.0693
622,train_9x9_0012,9,500,-13.97,0,-0.0693
623,train_9x9_0138,9,250,-4.56,1,-0.0693
624,train_9x9_0061,9,500,-12.93,0,-0.0693
625,train_9x9_0130,9,182,-2.98,1,-0.0693
626,train_9x9_0421,9,500,-13.9,0,-0.0693
627,train_9x9_0222,9,129,-1.6,1,-0.0693
628,train_9x9_0308,9,500,-12.69,0,-0.0693
629,train_9x9_0420,9,279,-5.16,1,-0.0693
630,train_9x9_0135,9,500,-13.96,0,-0.0693
631,train_9x9_0055,9,500,-14.01,0,-0.0693
632,train_9x9_0235,9,500,-14.07,0,-0.0693
633,train_9x9_0227,9,295,-6.4,1,-0.0693
634,train_9x9_0329,9,500,-14.22,0,-0.0693
635,train_9x9_0369,9,423,-9.31,1,-0.0693
636,train_9x9_0181,9,52,0.49,1,-0.0693
637,train_9x9_0188,9,500,-12.9,0,-0.0693
638,train_9x9_0286,9,500,-13.85,0,-0.0693
639,train_9x9_0158,9,364,-7.53,1,-0.0693
640,train_9x9_0111,9,233,-4.24,1,-0.0693
641,train_9x9_0252,9,500,-14.24,0,-0.0693
642,train_9x9_0013,9,378,-8.25,1,-0.0693
643,train_9x9_0118,9,500,-14.02,0,-0.0693
644,train_9x9_0118,9,74,0.21,1,-0.0693
645,train_9x9_0114,9,500,-13.07,0,-0.0693
646,train_9x9_0362,9,179,-2.48,1,-0.0693
647,train_9x9_0191,9,500,-13.15,0,-0.0693
648,train_9x9_0479,9,500,-14.12,0,-0.0693
649,train_9x9_0127,9,500,-13.65,0,-0.0693
650,train_9x9_0462,9,500,-13.13,0,-0.0693
651,train_9x9_0418,9,277,-5.6,1,-0.0693
652,train_9x9_0462,9,500,-14.32,0,-0.0693
653,train_9x9_0257,9,256,-5.56,1,-0.0693
654,train_9x9_0499,9,500,-13.34,0,-0.0693
655,train_9x9_0185,9,96,-0.62,1,-0.0693
656,train_9x9_0252,9,500,-13.06,0,-0.0693
657,train_9x9_0172,9,190,-3.23,1,-0.0693
658,train_9x9_0350,9,376,-8.41,1,-0.0693
659,train_9x9_0376,9,283,-5.62,1,-0.0693
660,train_9x9_0197,9,500,-13.96,0,-0.0693
661,train_9x9_0241,9,69,0.19,1,-0.0693
662,train_9x9_0402,9,477,-11.66,1,-0.0693
663,train_9x9_0176,9,61,1.17,1,-0.0693
664,train_9x9_0346,9,390,-8.48,1,-0.0693
665,train_9x9_0242,9,500,-14.26,0,-0.0693
666,train_9x9_0014,9,252,-4.12,1,-0.0693
667,train_9x9_0388,9,168,-3.13,1,-0.0693
668,train_9x9_0448,9,500,-13.19,0,-0.0693
669,train_9x9_0131,9,500,-13.83,0,-0.0693
670,train_9x9_0386,9,389,-8.27,1,-0.0693
671,train_9x9_0357,9,50,0.23,1,-0.0693
672,train_9x9_0009,9,455,-10.62,1,-0.0693
673,train_9x9_0420,9,500,-13.2,0,-0.0693
674,train_9x9_0246,9,500,-13.28,0,-0.0693
675,train_9x9_0311,9,500,-12.8,0,-0.0693
676,train_9x9_0426,9,500,-13.45,0,-0.0693
677,train_9x9_0429,9,500,-13.98,0,-0.0693
678,train_9x9_0164,9,500,-14.01,0,-0.0693
679,train_9x9_0189,9,178,-2.72,1,-0.0693
680,train_9x9_0018,9,500,-13.74,0,-0.0693
681,train_9x9_0294,9,500,-13.13,0,-0.0693
682,train_9x9_0373,9,500,-12.93,0,-0.0693
683,train_9x9_0126,9,500,-14.51,0,-0.0693
684,train_9x9_0022,9,500,-13.08,0,-0.0693
685,train_9x9_0293,9,316,-6.54,1,-0.0693
686,train_9x9_0153,9,500,-14.56,0,-0.0693
687,train_9x9_0310,9,500,-13.55,0,-0.0693
688,train_9x9_0443,9,500,-13.84,0,-0.0693
689,train_9x9_0039,9,500,-13.98,0,-0.0693
690,train_9x9_0077,9,500,-14.4,0,-0.0693
691,train_9x9_0278,9,500,-14.11,0,-0.0693
692,train_9x9_0351,9,102,-0.64,1,-0.0693
693,train_9x9_0351,9,150,-1.91,1,-0.0693
694,train_9x9_0447,9,356,-7.72,1,-0.0693
695,train_9x9_0022,9,500,-14.33,0,-0.0693
696,train_9x9_0019,9,500,-14.03,0,-0.0693
697,train_9x9_0063,9,111,-0.88,1,-0.0693
698,train_9x9_0155,9,56,0.62,1,-0.0693
699,train_9x9_0072,9,500,-13.11,0,-0.0693
700,train_9x9_0044,9,500,-13.96,0,-0.0693
701,train_9x9_0037,9,282,-5.29,1,-0.0693
702,train_9x9_0446,9,500,-13.56,0,-0.0693
703,train_9x9_0173,9,235,-3.95,1,-0.0693
704,train_9x9_0194,9,13,1.76,1,-0.0693
705,train_9x9_0381,9,292,-6.36,1,-0.0693
706,train_9x9_0300,9,282,-6.36,1,-0.0693
707,train_9x9_0247,9,500,-13.93,0,-0.0693
708,train_9x9_0185,9,62,0.3,1,-0.0693
709,train_9x9_0307,9,500,-14.24,0,-0.0693
710,train_9x9_0039,9,293,-5.78,1,-0.0693
711,train_9x9_0018,9,500,-13.48,0,-0.0693
712,train_9x9_0368,9,484,-11.51,1,-0.0693
713,train_9x9_0349,9,500,-13.33,0,-0.0693
714,train_9x9_0271,9,500,-14.3,0,-0.0693
715,train_9x9_0062,9,489,-12.21,1,-0.0693
716,train_9x9_0222,9,500,-14.44,0,-0.0693
717,train_9x9_0496,9,225,-3.46,1,-0.0693
718,train_9x9_0454,9,353,-7.51,1,-0.0693
719,train_9x9_0188,9,500,-13.11,0,-0.0693
720,train_9x9_0311,9,500,-12.72,0,-0.0693
721,train_9x9_0356,9,500,-13.26,0,-0.0693
722,train_9x9_0211,9,500,-14.24,0,-0.0693
723,train_9x9_0012,9,500,-13.61,0,-0.0693
724,train_9x9_0319,9,500,-14.08,0,-0.0693
725,train_9x9_0324,9,500,-13.26,0,-0.0693
726,train_9x9_0104,9,500,-13.23,0,-0.0693
727,train_9x9_0342,9,500,-12.8,0,-0.0693
728,train_9x9_0440,9,500,-14.37,0,-0.0693
729,train_9x9_0287,9,281,-5.62,1,-0.0693
730,train_9x9_0162,9,500,-13.35,0,-0.0693
731,train_9x9_0222,9,500,-13.0,0,-0.0693
732,train_9x9_0290,9,500,-13.27,0,-0.0693
733,train_9x9_0493,9,500,-12.89,0,-0.0693
734,train_9x9_0107,9,61,0.5,1,-0.0693
735,train_9x9_0464,9,500,-14.39,0,-0.0693
736,train_9x9_0303,9,500,-13.56,0,-0.0693
737,train_9x9_0199,9,500,-13.75,0,-0.0693
738,train_9x9_0471,9,500,-14.21,0,-0.0693
739,train_9x9_0152,9,500,-12.63,0,-0.0693
740,train_9x9_0401,9,500,-12.34,0,-0.0693
741,train_9x9_0064,9,213,-3.03,1,-0.0693
742,train_9x9_0289,9,155,-2.36,1,-0.0693
743,train_9x9_0036,9,500,-13.52,0,-0.0693
744,train_9x9_0140,9,145,-1.33,1,-0.0693
745,train_9x9_0257,9,500,-14.54,0,-0.0693
746,train_9x9_0287,9,456,-10.41,1,-0.0693
747,train_9x9_0344,9,398,-9.38,1,-0.0693
748,train_9x9_0157,9,411,-9.68,1,-0.0693
749,train_9x9_0405,9,500,-12.42,0,-0.0693
750,train_9x9_0277,9,500,-12.94,0,-0.0693
751,train_9x9_0240,9,500,-13.06,0,-0.0693
752,train_9x9_0135,9,500,-13.57,0,-0.0693
753,train_9x9_0458,9,324,-6.94,1,-0.0693
754,train_9x9_0003,9,230,-4.16,1,-0.0693
755,train_9x9_0416,9,5,1.82,1,-0.0693
756,train_9x9_0124,9,500,-13.74,0,-0.0693
757,train_9x9_0342,9,348,-6.9,1,-0.0693
758,train_9x9_0130,9,500,-13.45,0,-0.0693
759,train_9x9_0270,9,322,-6.85,1,-0.0693
760,train_9x9_0133,9,500,-13.41,0,-0.0693
761,train_9x9_0150,9,350,-7.48,1,-0.0693
762,train_9x9_0048,9,16,0.96,1,-0.0693
763,train_9x9_0097,9,500,-13.45,0,-0.0693
764,train_9x9_0349,9,500,-14.21,0,-0.0693
765,train_9x9_0128,9,500,-13.84,0,-0.0693
766,train_9x9_0090,9,500,-12.87,0,-0.0693
767,train_9x9_0049,9,273,-5.22,1,-0.0693
768,train_9x9_0196,9,168,-2.23,1,-0.0693
769,train_9x9_0449,9,350,-7.87,1,-0.0693
770,train_9x9_0352,9,144,-1.94,1,-0.0693
771,train_9x9_0213,9,500,-13.37,0,-0.0693
772,train_9x9_0248,9,500,-12.73,0,-0.0693
773,train_9x9_0107,9,83,-0.17,1,-0.0693
774,train_9x9_0031,9,495,-11.6,1,-0.0693
775,train_9x9_0054,9,500,-14.53,0,-0.0693
776,train_9x9_0121,9,500,-12.51,0,-0.0693
777,train_9x9_0120,9,22,1.31,1,-0.0693
778,train_9x9_0023,9,49,0.58,1,-0.0693
779,train_9x9_0169,9,500,-14.19,0,-0.0693
780,train_9x9_0251,9,376,-8.55,1,-0.0693
781,train_9x9_0048,9,38,0.66,1,-0.0693
782,train_9x9_0291,9,500,-13.82,0,-0.0693
783,train_9x9_0487,9,500,-13.0,0,-0.0693
784,train_9x9_0097,9,500,-14.19,0,-0.0693
785,train_9x9_0354,9,392,-8.45,1,-0.0693
786,train_9x9_0440,9,345,-7.59,1,-0.0693
787,train_9x9_0428,9,42,0.75,1,-0.0693
788,train_9x9_0204,9,298,-6.02,1,-0.0693
789,train_9x9_0240,9,500,-12.94,0,-0.0693
790,train_9x9_0345,9,500,-13.04,0,-0.0693
791,train_9x9_0250,9,500,-14.32,0,-0.0693
792,train_9x9_0090,9,500,-14.07,0,-0.0693
793,train_9x9_0294,9,185,-2.6,1,-0.0693
794,train_9x9_0304,9,500,-13.37,0,-0.0693
795,train_9x9_0194,9,359,-8.53,1,-0.0693
796,train_9x9_0240,9,500,-14.2,0,-0.0693
797,train_9x9_0348,9,500,-13.71,0,-0.0693
798,train_9x9_0477,9,210,-4.4,1,-0.0693
799,train_9x9_0370,9,500,-14.08,0,-0.0693
800,train_9x9_0022,9,500,-13.25,0,-0.0693
801,train_9x9_0430,9,147,-2.0,1,-0.0693
802,train_9x9_0303,9,210,-3.08,1,-0.0693
803,train_9x9_0410,9,500,-14.2,0,-0.0693
804,train_9x9_0034,9,500,-13.0,0,-0.0693
805,train_9x9_0402,9,328,-6.51,1,-0.0693
806,train_9x9_0094,9,104,-0.23,1,-0.0693
807,train_9x9_0106,9,121,-0.43,1,-0.0693
808,train_9x9_0101,9,500,-13.79,0,-0.0693
809,train_9x9_0372,9,253,-4.94,1,-0.0693
810,train_9x9_0296,9,500,-13.9,0,-0.0693
811,train_9x9_0355,9,500,-13.19,0,-0.0693
812,train_9x9_0045,9,61,0.44,1,-0.0693
813,train_9x9_0493,9,500,-13.2,0,-0.0693
814,train_9x9_0324,9,500,-14.08,0,-0.0693
815,train_9x9_0002,9,500,-14.37,0,-0.0693
816,train_9x9_0437,9,500,-13.22,0,-0.0693
817,train_9x9_0393,9,125,-1.16,1,-0.0693
818,train_9x9_0412,9,500,-14.18,0,-0.0693
819,train_9x9_0019,9,500,-14.03,0,-0.0693
820,train_9x9_0266,9,192,-2.43,1,-0.0693
821,train_9x9_0008,9,500,-13.07,0,-0.0693
822,train_9x9_0372,9,500,-14.34,0,-0.0693
823,train_9x9_0071,9,185,-2.85,1,-0.0693
824,train_9x9_0297,9,500,-14.27,0,-0.0693
825,train_9x9_0200,9,368,-8.37,1,-0.0693
826,train_9x9_0367,9,44,1.34,1,-0.0693
827,train_9x9_0472,9,304,-6.87,1,-0.0693
828,train_9x9_0118,9,169,-2.61,1,-0.0693
829,train_9x9_0364,9,500,-12.91,0,-0.0693
830,train_9x9_0196,9,445,-10.36,1,-0.0693
831,train_9x9_0384,9,343,-8.05,1,-0.0693
832,train_9x9_0343,9,228,-4.02,1,-0.0693
833,train_9x9_0240,9,500,-14.3,0,-0.0693
834,train_9x9_0345,9,500,-14.38,0,-0.0693
835,train_9x9_0461,9,500,-13.7,0,-0.0693
836,train_9x9_0220,9,500,-12.81,0,-0.0693
837,train_9x9_0363,9,360,-8.68,1,-0.0693
838,train_9x9_0441,9,500,-13.94,0,-0.0693
839,train_9x9_0055,9,176,-2.57,1,-0.0693
840,train_9x9_0414,9,500,-13.68,0,-0.0693
841,train_9x9_0409,9,160,-2.46,1,-0.0693
842,train_9x9_0240,9,500,-13.86,0,-0.0693
843,train_9x9_0068,9,475,-11.33,1,-0.0693
844,train_9x9_0357,9,336,-7.53,1,-0.0693
845,train_9x9_0182,9,425,-9.74,1,-0.0693
846,train_9x9_0140,9,500,-13.17,0,-0.0693
847,train_9x9_0465,9,500,-13.57,0,-0.0693
848,train_9x9_0051,9,184,-2.86,1,-0.0693
849,train_9x9_0280,9,17,1.26,1,-0.0693
850,train_9x9_0254,9,119,-1.11,1,-0.0693
851,train_9x9_0125,9,500,-14.28,0,-0.0693
852,train_9x9_0232,9,406,-9.58,1,-0.0693
853,train_9x9_0067,9,500,-14.02,0,-0.0693
854,train_9x9_0467,9,100,-0.58,1,-0.0693
855,train_9x9_0216,9,52,0.66,1,-0.0693
856,train_9x9_0025,9,449,-10.26,1,-0.0693
857,train_9x9_0124,9,500,-12.87,0,-0.0693
858,train_9x9_0052,9,99,-0.77,1,-0.0693
859,train_9x9_0044,9,346,-7.37,1,-0.0693
860,train_9x9_0470,9,500,-13.53,0,-0.0693
861,train_9x9_0072,9,500,-14.59,0,-0.0693
862,train_9x9_0042,9,57,-0.19,1,-0.0693
863,train_9x9_0278,9,500,-14.25,0,-0.0693
864,train_9x9_0321,9,272,-6.16,1,-0.0693
865,train_9x9_0044,9,500,-13.65,0,-0.0693
866,train_9x9_0370,9,500,-14.08,0,-0.0693
867,train_9x9_0212,9,500,-13.63,0,-0.0693
868,train_9x9_0019,9,500,-14.15,0,-0.0693
869,train_9x9_0392,9,260,-4.9,1,-0.0693
870,train_9x9_0111,9,482,-11.35,1,-0.0693
871,train_9x9_0253,9,235,-4.42,1,-0.0693
872,train_9x9_0393,9,500,-14.16,0,-0.0693
873,train_9x9_0269,9,451,-11.36,1,-0.0693
874,train_9x9_0355,9,500,-13.32,0,-0.0693
875,train_9x9_0430,9,40,0.92,1,-0.0693
876,train_9x9_0259,9,75,0.36,1,-0.0693
877,train_9x9_0208,9,283,-6.14,1,-0.0693
878,train_9x9_0037,9,259,-4.47,1,-0.0693
879,train_9x9_0005,9,285,-5.79,1,-0.0693
880,train_9x9_0287,9,69,0.24,1,-0.0693
881,train_9x9_0227,9,500,-14.23,0,-0.0693
882,train_9x9_0451,9,500,-14.01,0,-0.0693
883,train_9x9_0136,9,500,-13.63,0,-0.0693
884,train_9x9_0474,9,52,0.16,1,-0.0693
885,train_9x9_0378,9,308,-6.43,1,-0.0693
886,train_9x9_0346,9,500,-13.03,0,-0.0693
887,train_9x9_0099,9,18,1.37,1,-0.0693
888,train_9x9_0142,9,500,-13.21,0,-0.0693
889,train_9x9_0397,9,248,-4.59,1,-0.0693
890,train_9x9_0245,9,500,-14.07,0,-0.0693
891,train_9x9_0069,9,500,-13.31,0,-0.0693
892,train_9x9_0328,9,500,-13.45,0,-0.0693
893,train_9x9_0358,9,500,-14.46,0,-0.0693
894,train_9x9_0039,9,215,-3.66,1,-0.0693
895,train_9x9_0339,9,439,-10.62,1,-0.0693
896,train_9x9_0046,9,500,-13.94,0,-0.0693
897,train_9x9_0366,9,500,-13.43,0,-0.0693
898,train_9x9_0299,9,237,-4.3,1,-0.0693
899,train_9x9_0032,9,500,-13.83,0,-0.0693
900,train_9x9_0157,9,500,-14.28,0,-0.0693
901,train_9x9_0435,9,500,-12.95,0,-0.0693
902,train_9x9_0271,9,500,-12.97,0,-0.0693
903,train_9x9_0142,9,500,-13.07,0,-0.0693
904,train_9x9_0309,9,319,-7.44,1,-0.0693
905,train_9x9_0083,9,171,-2.64,1,-0.0693
906,train_9x9_0091,9,500,-14.22,0,-0.0693
907,train_9x9_0285,9,171,-2.2,1,-0.0693
908,train_9x9_0419,9,500,-13.2,0,-0.0693
909,train_9x9_0064,9,500,-12.89,0,-0.0693
910,train_9x9_0350,9,297,-5.89,1,-0.0693
911,train_9x9_0419,9,441,-10.37,1,-0.0693
912,train_9x9_0201,9,384,-8.67,1,-0.0693
913,train_9x9_0045,9,370,-7.97,1,-0.0693
914,train_9x9_0011,9,500,-13.9,0,-0.0693
915,train_9x9_0331,9,407,-9.27,1,-0.0693
916,train_9x9_0018,9,500,-13.17,0,-0.0693
917,train_9x9_0373,9,500,-14.18,0,-0.0693
918,train_9x9_0355,9,500,-13.0,0,-0.0693
919,train_9x9_0330,9,500,-13.0,0,-0.0693
920,train_9x9_0292,9,500,-13.19,0,-0.0693
921,train_9x9_0413,9,500,-13.1,0,-0.0693
922,train_9x9_0375,9,500,-13.62,0,-0.0693
923,train_9x9_0442,9,500,-14.32,0,-0.0693
924,train_9x9_0129,9,8,1.53,1,-0.0693
925,train_9x9_0376,9,500,-12.9,0,-0.0693
926,train_9x9_0329,9,500,-13.89,0,-0.0693
927,train_9x9_0095,9,281,-5.48,1,-0.0693
928,train_9x9_0459,9,198,-3.81,1,-0.0693
929,train_9x9_0311,9,500,-13.77,0,-0.0693
930,train_9x9_0374,9,500,-13.02,0,-0.0693
931,train_9x9_0419,9,412,-9.44,1,-0.0693
932,train_9x9_0399,9,364,-8.27,1,-0.0693
933,train_9x9_0464,9,110,-0.58,1,-0.0693
934,train_9x9_0402,9,421,-9.64,1,-0.0693
935,train_9x9_0444,9,500,-14.15,0,-0.0693
936,train_9x9_0204,9,235,-3.66,1,-0.0693
937,train_9x9_0466,9,38,0.96,1,-0.0693
938,train_9x9_0241,9,56,0.21,1,-0.0693
939,train_9x9_0355,9,500,-13.25,0,-0.0693
940,train_9x9_0063,9,34,1.14,1,-0.0693
941,train_9x9_0455,9,500,-13.88,0,-0.0693
942,train_9x9_0406,9,500,-13.99,0,-0.0693
943,train_9x9_0002,9,475,-11.81,1,-0.0693
944,train_9x9_0414,9,500,-13.95,0,-0.0693
945,train_9x9_0082,9,297,-5.92,1,-0.0693
946,train_9x9_0317,9,342,-7.58,1,-0.0693
947,train_9x9_0419,9,500,-13.22,0,-0.0693
948,train_9x9_0343,9,344,-7.28,1,-0.0693
949,train_9x9_0126,9,500,-13.96,0,-0.0693
950,train_9x9_0025,9,500,-12.96,0,-0.0693
951,train_9x9_0383,9,500,-13.42,0,-0.0693
952,train_9x9_0455,9,387,-8.42,1,-0.0693
953,train_9x9_0410,9,434,-10.03,1,-0.0693
954,train_9x9_0179,9,453,-10.28,1,-0.0693
955,train_9x9_0372,9,144,-1.4,1,-0.0693
956,train_9x9_0098,9,500,-14.25,0,-0.0693
957,train_9x9_0059,9,134,-1.44,1,-0.0693
958,train_9x9_0382,9,500,-13.88,0,-0.0693
959,train_9x9_0330,9,500,-14.21,0,-0.0693
960,train_9x9_0113,9,154,-2.25,1,-0.0693
961,train_9x9_0095,9,269,-5.47,1,-0.0693
962,train_9x9_0001,9,178,-2.7,1,-0.0693
963,train_9x9_0363,9,500,-13.79,0,-0.0693
964,train_9x9_0285,9,336,-7.34,1,-0.0693
965,train_9x9_0131,9,500,-13.09,0,-0.0693
966,train_9x9_0104,9,302,-6.28,1,-0.0693
967,train_9x9_0115,9,119,-0.89,1,-0.0693
968,train_9x9_0385,9,154,-1.97,1,-0.0693
969,train_9x9_0295,9,500,-14.05,0,-0.0693
970,train_9x9_0009,9,500,-12.93,0,-0.0693
971,train_9x9_0403,9,500,-13.41,0,-0.0693
972,train_9x9_0180,9,500,-14.86,0,-0.0693
973,train_9x9_0230,9,395,-8.74,1,-0.0693
974,train_9x9_0274,9,142,-1.85,1,-0.0693
975,train_9x9_0188,9,364,-8.03,1,-0.0693
976,train_9x9_0060,9,500,-13.54,0,-0.0693
977,train_9x9_0326,9,500,-14.45,0,-0.0693
978,train_9x9_0014,9,443,-10.08,1,-0.0693
979,train_9x9_0431,9,500,-13.98,0,-0.0693
980,train_9x9_0324,9,500,-13.78,0,-0.0693
981,train_9x9_0380,9,500,-13.59,0,-0.0693
982,train_9x9_0384,9,500,-13.59,0,-0.0693
983,train_9x9_0138,9,208,-3.4,1,-0.0693
984,train_9x9_0305,9,500,-13.61,0,-0.0693
985,train_9x9_0034,9,500,-14.53,0,-0.0693
986,train_9x9_0004,9,19,1.89,1,-0.0693
987,train_9x9_0189,9,172,-3.33,1,-0.0693
988,train_9x9_0023,9,214,-4.65,1,-0.0693
989,train_9x9_0140,9,500,-13.15,0,-0.0693
990,train_9x9_0319,9,500,-14.45,0,-0.0693
991,train_9x9_0027,9,210,-3.42,1,-0.0693
992,train_9x9_0182,9,401,-9.27,1,-0.0693
993,train_9x9_0291,9,500,-13.46,0,-0.0693
994,train_9x9_0274,9,366,-8.72,1,-0.0693
