Episode,Maze_ID,Maze_Size,Steps,Total_Reward,Success,Loss
995,train_9x9_0495,9,187,-3.06,1,-0.0693
996,train_9x9_0438,9,457,-10.73,1,-0.0693
997,train_9x9_0301,9,86,0.22,1,-0.0693
998,train_9x9_0254,9,211,-3.99,1,-0.0693
999,train_9x9_0160,9,186,-2.8,1,-0.0693
1000,train_9x9_0466,9,202,-3.77,1,-0.0693
1001,train_9x9_0247,9,350,-7.54,1,-0.0693
1002,train_9x9_0376,9,500,-14.34,0,-0.0693
1003,train_9x9_0006,9,500,-14.29,0,-0.0693
1004,train_9x9_0370,9,345,-7.6,1,-0.0693
1005,train_9x9_0324,9,500,-13.2,0,-0.0693
1006,train_9x9_0414,9,500,-14.55,0,-0.0693
1007,train_9x9_0007,9,500,-13.62,0,-0.0693
1008,train_9x9_0293,9,219,-4.61,1,-0.0693
1009,train_9x9_0190,9,500,-14.16,0,-0.0693
1010,train_9x9_0482,9,307,-7.26,1,-0.0693
1011,train_9x9_0372,9,327,-6.9,1,-0.0693
1012,train_9x9_0118,9,478,-12.12,1,-0.0693
1013,train_9x9_0212,9,500,-13.16,0,-0.0693
1014,train_9x9_0004,9,64,0.31,1,-0.0693
1015,train_9x9_0157,9,500,-13.89,0,-0.0693
1016,train_9x9_0344,9,150,-1.98,1,-0.0693
1017,train_9x9_0377,9,500,-14.58,0,-0.0693
1018,train_9x9_0296,9,313,-6.27,1,-0.0693
1019,train_9x9_0094,9,94,0.03,1,-0.0693
1020,train_9x9_0418,9,500,-13.02,0,-0.0693
1021,train_9x9_0441,9,500,-12.7,0,-0.0693
1022,train_9x9_0274,9,219,-3.85,1,-0.0693
1023,train_9x9_0476,9,500,-14.06,0,-0.0693
1024,train_9x9_0290,9,500,-14.14,0,-0.0693
1025,train_9x9_0360,9,500,-13.8,0,-0.0693
1026,train_9x9_0337,9,500,-13.97,0,-0.0693
1027,train_9x9_0018,9,500,-13.71,0,-0.0693
1028,train_9x9_0025,9,500,-13.44,0,-0.0693
1029,train_9x9_0058,9,199,-3.26,1,-0.0693
1030,train_9x9_0229,9,326,-7.13,1,-0.0693
1031,train_9x9_0395,9,295,-6.09,1,-0.0693
1032,train_9x9_0203,9,500,-14.27,0,-0.0693
1033,train_9x9_0339,9,455,-10.92,1,-0.0693
1034,train_9x9_0369,9,191,-2.74,1,-0.0693
1035,train_9x9_0322,9,160,-1.92,1,-0.0693
1036,train_9x9_0209,9,141,-1.11,1,-0.0693
1037,train_9x9_0206,9,194,-3.05,1,-0.0693
1038,train_9x9_0364,9,500,-14.2,0,-0.0693
1039,train_9x9_0276,9,500,-13.73,0,-0.0693
1040,train_9x9_0317,9,166,-2.21,1,-0.0693
1041,train_9x9_0254,9,336,-7.68,1,-0.0693
1042,train_9x9_0393,9,500,-14.31,0,-0.0693
1043,train_9x9_0160,9,65,0.74,1,-0.0693
1044,train_9x9_0174,9,173,-2.53,1,-0.0693
1045,train_9x9_0429,9,500,-14.78,0,-0.0693
1046,train_9x9_0107,9,98,-0.45,1,-0.0693
1047,train_9x9_0244,9,318,-6.46,1,-0.0693
1048,train_9x9_0044,9,500,-12.99,0,-0.0693
1049,train_9x9_0120,9,117,-1.04,1,-0.0693
1050,train_9x9_0240,9,500,-14.19,0,-0.0693
1051,train_9x9_0166,9,55,1.22,1,-0.0693
1052,train_9x9_0444,9,500,-13.61,0,-0.0693
1053,train_9x9_0146,9,197,-3.93,1,-0.0693
1054,train_9x9_0014,9,432,-9.57,1,-0.0693
1055,train_9x9_0359,9,500,-14.58,0,-0.0693
1056,train_9x9_0467,9,500,-14.81,0,-0.0693
1057,train_9x9_0017,9,109,-1.03,1,-0.0693
1058,train_9x9_0218,9,500,-13.13,0,-0.0693
1059,train_9x9_0205,9,185,-2.67,1,-0.0693
1060,train_9x9_0065,9,111,-0.68,1,-0.0693
1061,train_9x9_0373,9,53,0.97,1,-0.0693
1062,train_9x9_0088,9,36,1.1,1,-0.0693
1063,train_9x9_0323,9,224,-4.67,1,-0.0693
1064,train_9x9_0340,9,500,-14.17,0,-0.0693
1065,train_9x9_0028,9,500,-12.81,0,-0.0693
1066,train_9x9_0390,9,214,-2.91,1,-0.0693
1067,train_9x9_0098,9,500,-13.55,0,-0.0693
1068,train_9x9_0236,9,32,1.45,1,-0.0693
1069,train_9x9_0384,9,228,-4.52,1,-0.0693
1070,train_9x9_0113,9,500,-13.42,0,-0.0693
1071,train_9x9_0071,9,164,-3.09,1,-0.0693
1072,train_9x9_0399,9,106,-0.99,1,-0.0693
1073,train_9x9_0107,9,444,-11.29,1,-0.0693
1074,train_9x9_0103,9,500,-13.21,0,-0.0693
1075,train_9x9_0310,9,433,-10.11,1,-0.0693
1076,train_9x9_0382,9,195,-2.65,1,-0.0693
1077,train_9x9_0214,9,500,-13.97,0,-0.0693
1078,train_9x9_0186,9,306,-6.57,1,-0.0693
1079,train_9x9_0173,9,500,-14.06,0,-0.0693
1080,train_9x9_0323,9,500,-14.12,0,-0.0693
1081,train_9x9_0117,9,500,-14.52,0,-0.0693
1082,train_9x9_0472,9,500,-13.85,0,-0.0693
1083,train_9x9_0207,9,500,-14.35,0,-0.0693
1084,train_9x9_0243,9,247,-4.81,1,-0.0693
1085,train_9x9_0280,9,12,1.67,1,-0.0693
1086,train_9x9_0093,9,500,-12.75,0,-0.0693
1087,train_9x9_0390,9,190,-3.28,1,-0.0693
1088,train_9x9_0403,9,402,-9.01,1,-0.0693
1089,train_9x9_0346,9,500,-13.92,0,-0.0693
1090,train_9x9_0105,9,192,-3.06,1,-0.0693
1091,train_9x9_0407,9,500,-13.51,0,-0.0693
1092,train_9x9_0131,9,82,-0.53,1,-0.0693
1093,train_9x9_0135,9,500,-13.73,0,-0.0693
1094,train_9x9_0409,9,332,-7.0,1,-0.0693
1095,train_9x9_0267,9,500,-12.57,0,-0.0693
1096,train_9x9_0008,9,500,-13.03,0,-0.0693
1097,train_9x9_0388,9,500,-13.91,0,-0.0693
1098,train_9x9_0401,9,500,-13.08,0,-0.0693
1099,train_9x9_0420,9,392,-8.34,1,-0.0693
1100,train_9x9_0280,9,57,0.36,1,-0.0693
1101,train_9x9_0378,9,500,-14.74,0,-0.0693
1102,train_9x9_0111,9,106,-0.6,1,-0.0693
1103,train_9x9_0417,9,219,-3.93,1,-0.0693
1104,train_9x9_0378,9,500,-13.51,0,-0.0693
1105,train_9x9_0112,9,500,-13.69,0,-0.0693
1106,train_9x9_0075,9,45,1.33,1,-0.0693
1107,train_9x9_0255,9,442,-9.94,1,-0.0693
1108,train_9x9_0298,9,383,-8.65,1,-0.0693
1109,train_9x9_0130,9,500,-14.29,0,-0.0693
1110,train_9x9_0044,9,191,-2.35,1,-0.0693
1111,train_9x9_0204,9,100,-0.21,1,-0.0693
1112,train_9x9_0229,9,500,-13.65,0,-0.0693
1113,train_9x9_0067,9,500,-13.56,0,-0.0693
1114,train_9x9_0197,9,181,-2.74,1,-0.0693
1115,train_9x9_0248,9,500,-14.79,0,-0.0693
1116,train_9x9_0021,9,500,-13.72,0,-0.0693
1117,train_9x9_0492,9,500,-13.88,0,-0.0693
1118,train_9x9_0080,9,155,-2.2,1,-0.0693
1119,train_9x9_0006,9,177,-3.48,1,-0.0693
1120,train_9x9_0460,9,500,-12.75,0,-0.0693
1121,train_9x9_0151,9,104,-0.9,1,-0.0693
1122,train_9x9_0312,9,500,-14.02,0,-0.0693
1123,train_9x9_0329,9,500,-14.0,0,-0.0693
1124,train_9x9_0194,9,377,-8.35,1,-0.0693
1125,train_9x9_0335,9,500,-14.32,0,-0.0693
1126,train_9x9_0197,9,99,-0.45,1,-0.0693
1127,train_9x9_0058,9,211,-3.46,1,-0.0693
1128,train_9x9_0171,9,486,-12.26,1,-0.0693
1129,train_9x9_0070,9,159,-2.08,1,-0.0693
1130,train_9x9_0444,9,500,-13.43,0,-0.0693
1131,train_9x9_0357,9,153,-2.12,1,-0.0693
1132,train_9x9_0349,9,500,-13.78,0,-0.0693
1133,train_9x9_0368,9,500,-14.23,0,-0.0693
1134,train_9x9_0273,9,250,-4.8,1,-0.0693
1135,train_9x9_0499,9,500,-13.97,0,-0.0693
1136,train_9x9_0261,9,289,-5.58,1,-0.0693
1137,train_9x9_0472,9,103,-0.65,1,-0.0693
1138,train_9x9_0043,9,248,-4.85,1,-0.0693
1139,train_9x9_0060,9,500,-13.37,0,-0.0693
1140,train_9x9_0363,9,39,1.16,1,-0.0693
1141,train_9x9_0290,9,500,-14.48,0,-0.0693
1142,train_9x9_0463,9,500,-12.84,0,-0.0693
1143,train_9x9_0312,9,376,-8.33,1,-0.0693
1144,train_9x9_0304,9,200,-3.19,1,-0.0693
1145,train_9x9_0451,9,500,-13.1,0,-0.0693
1146,train_9x9_0331,9,500,-13.93,0,-0.0693
1147,train_9x9_0184,9,413,-9.45,1,-0.0693
1148,train_9x9_0297,9,91,-0.47,1,-0.0693
1149,train_9x9_0192,9,500,-13.8,0,-0.0693
1150,train_9x9_0235,9,500,-14.29,0,-0.0693
1151,train_9x9_0032,9,500,-13.96,0,-0.0693
1152,train_9x9_0080,9,500,-13.97,0,-0.0693
1153,train_9x9_0008,9,500,-12.85,0,-0.0693
1154,train_9x9_0302,9,183,-2.56,1,-0.0693
1155,train_9x9_0164,9,369,-7.78,1,-0.0693
1156,train_9x9_0314,9,500,-12.92,0,-0.0693
1157,train_9x9_0018,9,500,-12.96,0,-0.0693
1158,train_9x9_0381,9,27,0.96,1,-0.0693
1159,train_9x9_0480,9,13,1.59,1,-0.0693
1160,train_9x9_0206,9,439,-9.76,1,-0.0693
1161,train_9x9_0465,9,407,-10.14,1,-0.0693
1162,train_9x9_0202,9,75,0.12,1,-0.0693
1163,train_9x9_0465,9,107,-0.58,1,-0.0693
1164,train_9x9_0048,9,73,-0.91,1,-0.0693
1165,train_9x9_0072,9,500,-14.12,0,-0.0693
1166,train_9x9_0448,9,500,-13.39,0,-0.0693
1167,train_9x9_0094,9,242,-4.44,1,-0.0693
1168,train_9x9_0049,9,500,-13.01,0,-0.0693
1169,train_9x9_0429,9,380,-8.7,1,-0.0693
1170,train_9x9_0464,9,500,-14.05,0,-0.0693
1171,train_9x9_0406,9,358,-7.99,1,-0.0693
1172,train_9x9_0018,9,374,-8.37,1,-0.0693
1173,train_9x9_0195,9,416,-9.19,1,-0.0693
1174,train_9x9_0191,9,500,-13.58,0,-0.0693
1175,train_9x9_0440,9,134,-1.72,1,-0.0693
1176,train_9x9_0451,9,500,-13.13,0,-0.0693
1177,train_9x9_0251,9,316,-6.64,1,-0.0693
1178,train_9x9_0461,9,260,-4.95,1,-0.0693
1179,train_9x9_0351,9,500,-13.19,0,-0.0693
1180,train_9x9_0110,9,362,-8.01,1,-0.0693
1181,train_9x9_0254,9,123,-1.35,1,-0.0693
1182,train_9x9_0363,9,500,-14.2,0,-0.0693
1183,train_9x9_0359,9,500,-13.3,0,-0.0693
1184,train_9x9_0009,9,242,-4.51,1,-0.0693
1185,train_9x9_0034,9,500,-14.09,0,-0.0693
1186,train_9x9_0429,9,500,-14.21,0,-0.0693
1187,train_9x9_0037,9,157,-1.82,1,-0.0693
1188,train_9x9_0420,9,500,-12.71,0,-0.0693
1189,train_9x9_0319,9,500,-12.97,0,-0.0693
1190,train_9x9_0258,9,500,-13.26,0,-0.0693
1191,train_9x9_0412,9,500,-13.42,0,-0.0693
1192,train_9x9_0493,9,500,-14.18,0,-0.0693
1193,train_9x9_0204,9,500,-14.05,0,-0.0693
1194,train_9x9_0496,9,497,-11.78,1,-0.0693
1195,train_9x9_0314,9,419,-9.48,1,-0.0693
1196,train_9x9_0027,9,347,-7.77,1,-0.0693
1197,train_9x9_0258,9,500,-14.01,0,-0.0693
1198,train_9x9_0030,9,115,-0.74,1,-0.0693
1199,train_9x9_0486,9,248,-4.63,1,-0.0693
1200,train_9x9_0433,9,500,-13.3,0,-0.0693
1201,train_9x9_0258,9,428,-9.71,1,-0.0693
1202,train_9x9_0153,9,310,-6.75,1,-0.0693
1203,train_9x9_0196,9,500,-12.97,0,-0.0693
1204,train_9x9_0157,9,130,-1.29,1,-0.0693
1205,train_9x9_0435,9,126,-1.69,1,-0.0693
1206,train_9x9_0031,9,500,-14.02,0,-0.0693
1207,train_9x9_0087,9,500,-14.23,0,-0.0693
1208,train_9x9_0108,9,500,-12.75,0,-0.0693
1209,train_9x9_0195,9,248,-4.5,1,-0.0693
1210,train_9x9_0182,9,500,-13.38,0,-0.0693
1211,train_9x9_0434,9,500,-14.29,0,-0.0693
1212,train_9x9_0246,9,425,-9.81,1,-0.0693
1213,train_9x9_0372,9,500,-13.41,0,-0.0693
1214,train_9x9_0183,9,500,-13.32,0,-0.0693
1215,train_9x9_0229,9,500,-13.7,0,-0.0693
1216,train_9x9_0153,9,444,-10.68,1,-0.0693
1217,train_9x9_0151,9,457,-11.42,1,-0.0693
1218,train_9x9_0323,9,500,-13.32,0,-0.0693
1219,train_9x9_0099,9,500,-14.22,0,-0.0693
1220,train_9x9_0329,9,146,-1.48,1,-0.0693
1221,train_9x9_0316,9,306,-6.54,1,-0.0693
1222,train_9x9_0087,9,379,-9.09,1,-0.0693
1223,train_9x9_0029,9,500,-13.05,0,-0.0693
1224,train_9x9_0246,9,166,-2.5,1,-0.0693
1225,train_9x9_0350,9,500,-14.49,0,-0.0693
1226,train_9x9_0178,9,237,-4.52,1,-0.0693
1227,train_9x9_0430,9,500,-13.62,0,-0.0693
1228,train_9x9_0182,9,136,-1.49,1,-0.0693
1229,train_9x9_0257,9,160,-2.03,1,-0.0693
1230,train_9x9_0205,9,390,-9.02,1,-0.0693
1231,train_9x9_0387,9,225,-3.9,1,-0.0693
1232,train_9x9_0363,9,500,-13.4,0,-0.0693
1233,train_9x9_0168,9,492,-12.37,1,-0.0693
1234,train_9x9_0041,9,284,-5.32,1,-0.0693
1235,train_9x9_0083,9,500,-13.61,0,-0.0693
1236,train_9x9_0015,9,335,-7.88,1,-0.0693
1237,train_9x9_0439,9,190,-2.65,1,-0.0693
1238,train_9x9_0262,9,149,-2.11,1,-0.0693
1239,train_9x9_0380,9,500,-13.65,0,-0.0693
1240,train_9x9_0201,9,500,-14.6,0,-0.0693
1241,train_9x9_0197,9,291,-6.12,1,-0.0693
1242,train_9x9_0465,9,187,-3.31,1,-0.0693
1243,train_9x9_0323,9,227,-5.14,1,-0.0693
1244,train_9x9_0445,9,500,-13.07,0,-0.0693
1245,train_9x9_0214,9,300,-6.19,1,-0.0693
1246,train_9x9_0223,9,500,-14.09,0,-0.0693
1247,train_9x9_0084,9,500,-13.2,0,-0.0693
1248,train_9x9_0291,9,500,-14.19,0,-0.0693
1249,train_9x9_0312,9,500,-14.1,0,-0.0693
1250,train_9x9_0341,9,500,-13.76,0,-0.0693
1251,train_9x9_0228,9,473,-11.5,1,-0.0693
1252,train_9x9_0363,9,376,-8.32,1,-0.0693
1253,train_9x9_0408,9,23,1.0,1,-0.0693
1254,train_9x9_0383,9,224,-4.79,1,-0.0693
1255,train_9x9_0175,9,500,-14.18,0,-0.0693
1256,train_9x9_0002,9,500,-14.63,0,-0.0693
1257,train_9x9_0380,9,85,-0.88,1,-0.0693
1258,train_9x9_0094,9,500,-14.38,0,-0.0693
1259,train_9x9_0495,9,316,-7.05,1,-0.0693
1260,train_9x9_0163,9,354,-8.55,1,-0.0693
1261,train_9x9_0230,9,131,-1.07,1,-0.0693
1262,train_9x9_0011,9,500,-13.82,0,-0.0693
1263,train_9x9_0090,9,500,-13.86,0,-0.0693
1264,train_9x9_0174,9,500,-14.13,0,-0.0693
1265,train_9x9_0216,9,86,-0.3,1,-0.0693
1266,train_9x9_0425,9,192,-3.31,1,-0.0693
1267,train_9x9_0249,9,500,-14.1,0,-0.0693
1268,train_9x9_0244,9,500,-14.1,0,-0.0693
1269,train_9x9_0417,9,500,-12.81,0,-0.0693
1270,train_9x9_0318,9,258,-4.84,1,-0.0693
1271,train_9x9_0480,9,442,-10.68,1,-0.0693
1272,train_9x9_0436,9,337,-7.51,1,-0.0693
1273,train_9x9_0196,9,500,-13.04,0,-0.0693
1274,train_9x9_0122,9,500,-14.72,0,-0.0693
1275,train_9x9_0080,9,500,-13.28,0,-0.0693
1276,train_9x9_0273,9,500,-13.36,0,-0.0693
1277,train_9x9_0141,9,53,0.88,1,-0.0693
1278,train_9x9_0132,9,72,-0.46,1,-0.0693
1279,train_9x9_0349,9,487,-12.01,1,-0.0693
1280,train_9x9_0454,9,500,-13.67,0,-0.0693
1281,train_9x9_0384,9,500,-13.48,0,-0.0693
1282,train_9x9_0470,9,500,-14.24,0,-0.0693
1283,train_9x9_0420,9,490,-11.44,1,-0.0693
1284,train_9x9_0072,9,500,-13.49,0,-0.0693
1285,train_9x9_0022,9,500,-14.13,0,-0.0693
1286,train_9x9_0253,9,500,-12.88,0,-0.0693
1287,train_9x9_0475,9,500,-13.05,0,-0.0693
1288,train_9x9_0448,9,500,-14.04,0,-0.0693
1289,train_9x9_0078,9,216,-4.38,1,-0.0693
1290,train_9x9_0222,9,500,-13.12,0,-0.0693
1291,train_9x9_0244,9,312,-6.33,1,-0.0693
1292,train_9x9_0199,9,500,-14.54,0,-0.0693
1293,train_9x9_0396,9,183,-2.93,1,-0.0693
1294,train_9x9_0259,9,500,-13.89,0,-0.0693
1295,train_9x9_0307,9,174,-2.64,1,-0.0693
1296,train_9x9_0223,9,100,-0.57,1,-0.0693
1297,train_9x9_0476,9,500,-13.99,0,-0.0693
1298,train_9x9_0036,9,500,-13.09,0,-0.0693
1299,train_9x9_0209,9,500,-13.16,0,-0.0693
1300,train_9x9_0376,9,500,-13.32,0,-0.0693
1301,train_9x9_0411,9,500,-13.07,0,-0.0693
1302,train_9x9_0173,9,291,-5.5,1,-0.0693
1303,train_9x9_0387,9,267,-5.22,1,-0.0693
1304,train_9x9_0258,9,500,-14.21,0,-0.0693
1305,train_9x9_0268,9,183,-3.17,1,-0.0693
1306,train_9x9_0292,9,500,-13.91,0,-0.0693
1307,train_9x9_0358,9,500,-14.2,0,-0.0693
1308,train_9x9_0365,9,18,2.06,1,-0.0693
1309,train_9x9_0244,9,490,-11.57,1,-0.0693
1310,train_9x9_0037,9,500,-13.81,0,-0.0693
1311,train_9x9_0167,9,24,1.65,1,-0.0693
1312,train_9x9_0097,9,210,-3.44,1,-0.0693
1313,train_9x9_0326,9,500,-14.48,0,-0.0693
1314,train_9x9_0204,9,191,-2.95,1,-0.0693
1315,train_9x9_0136,9,500,-13.49,0,-0.0693
1316,train_9x9_0161,9,212,-3.66,1,-0.0693
1317,train_9x9_0253,9,396,-9.34,1,-0.0693
1318,train_9x9_0164,9,500,-12.95,0,-0.0693
1319,train_9x9_0442,9,500,-14.19,0,-0.0693
1320,train_9x9_0165,9,500,-13.14,0,-0.0693
1321,train_9x9_0416,9,368,-8.31,1,-0.0693
1322,train_9x9_0012,9,500,-13.87,0,-0.0693
1323,train_9x9_0014,9,500,-12.81,0,-0.0693
1324,train_9x9_0037,9,499,-11.61,1,-0.0693
1325,train_9x9_0038,9,386,-8.55,1,-0.0693
1326,train_9x9_0078,9,268,-5.51,1,-0.0693
1327,train_9x9_0316,9,292,-6.7,1,-0.0693
1328,train_9x9_0049,9,127,-1.23,1,-0.0693
1329,train_9x9_0236,9,500,-13.73,0,-0.0693
1330,train_9x9_0014,9,188,-2.47,1,-0.0693
1331,train_9x9_0095,9,238,-4.42,1,-0.0693
1332,train_9x9_0207,9,500,-14.25,0,-0.0693
1333,train_9x9_0200,9,500,-14.4,0,-0.0693
1334,train_9x9_0245,9,500,-13.77,0,-0.0693
1335,train_9x9_0363,9,500,-13.29,0,-0.0693
1336,train_9x9_0434,9,500,-14.54,0,-0.0693
1337,train_9x9_0170,9,283,-5.85,1,-0.0693
1338,train_9x9_0415,9,500,-14.05,0,-0.0693
1339,train_9x9_0277,9,500,-13.7,0,-0.0693
1340,train_9x9_0268,9,399,-9.05,1,-0.0693
1341,train_9x9_0345,9,500,-12.81,0,-0.0693
1342,train_9x9_0429,9,389,-9.53,1,-0.0693
1343,train_9x9_0297,9,80,0.17,1,-0.0693
1344,train_9x9_0230,9,500,-12.68,0,-0.0693
1345,train_9x9_0258,9,500,-13.09,0,-0.0693
1346,train_9x9_0423,9,500,-12.48,0,-0.0693
1347,train_9x9_0234,9,500,-14.08,0,-0.0693
1348,train_9x9_0189,9,382,-8.41,1,-0.0693
1349,train_9x9_0370,9,500,-14.68,0,-0.0693
1350,train_9x9_0269,9,363,-8.02,1,-0.0693
1351,train_9x9_0053,9,500,-14.98,0,-0.0693
1352,train_9x9_0298,9,439,-10.75,1,-0.0693
1353,train_9x9_0328,9,186,-3.06,1,-0.0693
1354,train_9x9_0009,9,429,-10.0,1,-0.0693
1355,train_9x9_0013,9,267,-4.93,1,-0.0693
1356,train_9x9_0317,9,244,-4.81,1,-0.0693
1357,train_9x9_0202,9,500,-13.63,0,-0.0693
1358,train_9x9_0147,9,500,-13.39,0,-0.0693
1359,train_9x9_0270,9,191,-3.11,1,-0.0693
1360,train_9x9_0336,9,500,-12.96,0,-0.0693
1361,train_9x9_0329,9,500,-13.96,0,-0.0693
1362,train_9x9_0108,9,500,-12.96,0,-0.0693
1363,train_9x9_0262,9,233,-4.14,1,-0.0693
1364,train_9x9_0021,9,463,-10.82,1,-0.0693
1365,train_9x9_0076,9,42,1.11,1,-0.0693
1366,train_9x9_0067,9,500,-13.54,0,-0.0693
1367,train_9x9_0100,9,500,-13.44,0,-0.0693
1368,train_9x9_0288,9,500,-14.48,0,-0.0693
1369,train_9x9_0248,9,244,-4.33,1,-0.0693
1370,train_9x9_0425,9,22,1.45,1,-0.0693
1371,train_9x9_0170,9,447,-10.62,1,-0.0693
1372,train_9x9_0130,9,500,-14.22,0,-0.0693
1373,train_9x9_0322,9,358,-7.76,1,-0.0693
1374,train_9x9_0490,9,500,-14.23,0,-0.0693
1375,train_9x9_0144,9,409,-9.58,1,-0.0693
1376,train_9x9_0316,9,500,-14.72,0,-0.0693
1377,train_9x9_0286,9,500,-13.5,0,-0.0693
1378,train_9x9_0495,9,467,-11.32,1,-0.0693
1379,train_9x9_0094,9,500,-13.88,0,-0.0693
1380,train_9x9_0104,9,500,-13.41,0,-0.0693
1381,train_9x9_0476,9,323,-6.63,1,-0.0693
1382,train_9x9_0486,9,161,-2.19,1,-0.0693
1383,train_9x9_0041,9,500,-12.92,0,-0.0693
1384,train_9x9_0438,9,335,-6.9,1,-0.0693
1385,train_9x9_0333,9,500,-14.62,0,-0.0693
1386,train_9x9_0076,9,475,-12.06,1,-0.0693
1387,train_9x9_0432,9,500,-14.1,0,-0.0693
1388,train_9x9_0412,9,341,-7.51,1,-0.0693
1389,train_9x9_0148,9,439,-10.11,1,-0.0693
1390,train_9x9_0068,9,500,-13.71,0,-0.0693
1391,train_9x9_0361,9,23,2.04,1,-0.0693
1392,train_9x9_0108,9,500,-13.77,0,-0.0693
1393,train_9x9_0483,9,29,1.5,1,-0.0693
1394,train_9x9_0199,9,359,-8.18,1,-0.0693
1395,train_9x9_0048,9,31,0.35,1,-0.0693
1396,train_9x9_0425,9,208,-3.65,1,-0.0693
1397,train_9x9_0339,9,188,-3.29,1,-0.0693
1398,train_9x9_0042,9,112,-1.36,1,-0.0693
1399,train_9x9_0437,9,500,-14.14,0,-0.0693
1400,train_9x9_0117,9,500,-13.63,0,-0.0693
1401,train_9x9_0438,9,386,-8.54,1,-0.0693
1402,train_9x9_0196,9,93,0.04,1,-0.0693
1403,train_9x9_0483,9,146,-1.95,1,-0.0693
1404,train_9x9_0359,9,500,-14.34,0,-0.0693
1405,train_9x9_0430,9,52,0.65,1,-0.0693
1406,train_9x9_0472,9,314,-6.8,1,-0.0693
1407,train_9x9_0290,9,500,-14.34,0,-0.0693
1408,train_9x9_0292,9,314,-6.35,1,-0.0693
1409,train_9x9_0118,9,500,-13.26,0,-0.0693
1410,train_9x9_0092,9,500,-13.22,0,-0.0693
1411,train_9x9_0047,9,339,-7.39,1,-0.0693
1412,train_9x9_0227,9,115,-0.86,1,-0.0693
1413,train_9x9_0036,9,246,-4.21,1,-0.0693
1414,train_9x9_0467,9,183,-2.98,1,-0.0693
1415,train_9x9_0458,9,83,-0.15,1,-0.0693
1416,train_9x9_0419,9,500,-13.08,0,-0.0693
1417,train_9x9_0385,9,500,-14.41,0,-0.0693
1418,train_9x9_0249,9,184,-3.06,1,-0.0693
1419,train_9x9_0033,9,500,-13.56,0,-0.0693
1420,train_9x9_0033,9,210,-3.27,1,-0.0693
1421,train_9x9_0428,9,324,-7.22,1,-0.0693
1422,train_9x9_0290,9,500,-13.83,0,-0.0693
1423,train_9x9_0167,9,112,-0.91,1,-0.0693
1424,train_9x9_0181,9,303,-7.05,1,-0.0693
1425,train_9x9_0002,9,80,-0.28,1,-0.0693
1426,train_9x9_0123,9,428,-9.87,1,-0.0693
1427,train_9x9_0039,9,500,-13.12,0,-0.0693
1428,train_9x9_0277,9,500,-13.1,0,-0.0693
1429,train_9x9_0214,9,472,-10.99,1,-0.0693
1430,train_9x9_0332,9,500,-13.14,0,-0.0693
1431,train_9x9_0360,9,223,-4.52,1,-0.0693
1432,train_9x9_0115,9,500,-14.48,0,-0.0693
1433,train_9x9_0368,9,500,-13.1,0,-0.0693
1434,train_9x9_0192,9,487,-11.74,1,-0.0693
1435,train_9x9_0321,9,222,-3.94,1,-0.0693
1436,train_9x9_0425,9,26,1.29,1,-0.0693
1437,train_9x9_0200,9,488,-12.11,1,-0.0693
1438,train_9x9_0330,9,500,-13.23,0,-0.0693
1439,train_9x9_0118,9,500,-14.07,0,-0.0693
1440,train_9x9_0038,9,344,-7.89,1,-0.0693
1441,train_9x9_0042,9,79,-0.21,1,-0.0693
1442,train_9x9_0441,9,500,-13.75,0,-0.0693
1443,train_9x9_0162,9,500,-14.22,0,-0.0693
1444,train_9x9_0437,9,106,-1.14,1,-0.0693
1445,train_9x9_0362,9,500,-14.03,0,-0.0693
1446,train_9x9_0390,9,500,-12.82,0,-0.0693
1447,train_9x9_0387,9,500,-14.02,0,-0.0693
1448,train_9x9_0119,9,500,-12.78,0,-0.0693
1449,train_9x9_0072,9,500,-14.78,0,-0.0693
1450,train_9x9_0194,9,147,-1.92,1,-0.0693
1451,train_9x9_0485,9,466,-11.26,1,-0.0693
1452,train_9x9_0395,9,500,-12.67,0,-0.0693
1453,train_9x9_0146,9,13,1.14,1,-0.0693
1454,train_9x9_0001,9,500,-12.78,0,-0.0693
1455,train_9x9_0006,9,500,-13.53,0,-0.0693
1456,train_9x9_0261,9,249,-4.11,1,-0.0693
1457,train_9x9_0474,9,21,1.36,1,-0.0693
1458,train_9x9_0364,9,278,-5.46,1,-0.0693
1459,train_9x9_0265,9,500,-13.25,0,-0.0693
1460,train_9x9_0486,9,193,-2.84,1,-0.0693
1461,train_9x9_0001,9,257,-5.29,1,-0.0693
1462,train_9x9_0211,9,500,-13.77,0,-0.0693
1463,train_9x9_0479,9,500,-13.52,0,-0.0693
1464,train_9x9_0283,9,486,-11.92,1,-0.0693
1465,train_9x9_0455,9,500,-13.97,0,-0.0693
1466,train_9x9_0245,9,229,-3.63,1,-0.0693
1467,train_9x9_0053,9,500,-14.48,0,-0.0693
1468,train_9x9_0238,9,500,-14.41,0,-0.0693
1469,train_9x9_0485,9,427,-10.18,1,-0.0693
1470,train_9x9_0246,9,110,-1.28,1,-0.0693
1471,train_9x9_0472,9,33,1.28,1,-0.0693
1472,train_9x9_0012,9,500,-14.75,0,-0.0693
1473,train_9x9_0107,9,392,-8.82,1,-0.0693
1474,train_9x9_0186,9,467,-10.95,1,-0.0693
1475,train_9x9_0083,9,500,-13.21,0,-0.0693
1476,train_9x9_0281,9,500,-13.3,0,-0.0693
